hour,day_of_week,month,location,latitude,longitude,crime_type,is_night,is_weekend,risk_score,status,datetime,is_rush_hour,crime_type_encoded,high_risk
4,0,1,Tikrapara,21.26432021819577,81.61736317200774,Theft,1,0,0.866,Closed,2023-01-09 04:00:00,0,5,1
22,2,9,Telibandha,21.235060109923424,81.65156158483293,Snatching,1,0,0.686,Reported,2023-09-06 22:00:00,0,4,1
15,1,3,Fafadih,21.228681326575597,81.66334256090006,Snatching,0,0,0.465,Closed,2023-03-28 15:00:00,0,4,0
7,4,3,Jail Road,21.225023365375637,81.63882396787811,Theft,0,0,0.16,Reported,2023-03-17 07:00:00,1,5,0
23,5,2,Amanaka,21.2642730812139,81.64629666803762,Robbery,1,1,0.979,Reported,2023-02-04 23:00:00,0,3,1
14,2,8,Telibandha,21.232284161761537,81.65013925496159,Vehicle theft,0,0,0.283,Under investigation,2023-08-02 14:00:00,0,7,0
14,6,8,Telibandha,21.24347321709732,81.65424554363435,Vehicle theft,0,1,0.427,Under investigation,2023-08-27 14:00:00,0,7,0
0,4,7,Amanaka,21.27340536848869,81.63373108644711,Robbery,1,0,0.851,Under investigation,2023-07-28 00:00:00,0,3,1
20,0,6,Devendra Nagar,21.251004355785348,81.62705356436321,Harassment,0,0,0.243,Solved,2023-06-19 20:00:00,0,2,0
12,5,11,Pandri,21.252249198470643,81.6305623230309,Snatching,0,1,0.216,Under investigation,2023-11-11 12:00:00,0,4,0
20,5,8,Katora Talab,21.235484309409536,81.63086139189667,Burglary,0,1,0.345,Under investigation,2023-08-12 20:00:00,0,1,0
5,1,7,Amanaka,21.274948603901915,81.64024883197442,Vehicle theft,1,0,0.782,Solved,2023-07-25 05:00:00,0,7,1
12,6,4,Mowa,21.27536356343588,81.64168485933942,Snatching,0,1,0.263,Solved,2023-04-09 12:00:00,0,4,0
17,0,1,GE Road,21.25062630713417,81.64876937638503,Harassment,0,0,0.143,Reported,2023-01-02 17:00:00,1,2,0
22,0,9,Pandri,21.25165717951435,81.63338744584658,Assault,1,0,0.618,Solved,2023-09-04 22:00:00,0,0,1
23,2,3,Katora Talab,21.233711130766054,81.63111461203395,Robbery,1,0,0.738,Reported,2023-03-22 23:00:00,0,3,1
15,2,10,GE Road,21.25614647896857,81.64704942103248,Snatching,0,0,0.124,Closed,2023-10-04 15:00:00,0,4,0
1,0,6,Telibandha,21.23384785858569,81.6481594802316,Vehicle theft,1,0,0.544,Reported,2023-06-12 01:00:00,0,7,1
4,1,12,GE Road,21.249879789059023,81.6551198509109,Theft,1,0,0.986,Reported,2023-12-12 04:00:00,0,5,1
8,6,7,Amanaka,21.273699304849508,81.63959008246654,Snatching,0,1,0.275,Closed,2023-07-09 08:00:00,1,4,0
5,0,9,Amanaka,21.273279894569388,81.63878497468647,Robbery,1,0,0.957,Solved,2023-09-04 05:00:00,0,3,1
9,0,5,Telibandha,21.23614767149368,81.64930559137858,Snatching,0,0,0.508,Solved,2023-05-29 09:00:00,1,4,1
14,2,2,Mowa,21.274940338747907,81.64145804787786,Assault,0,0,0.304,Under investigation,2023-02-08 14:00:00,0,0,0
18,5,8,Devendra Nagar,21.24833641996374,81.62393833313925,Snatching,0,1,0.473,Reported,2023-08-19 18:00:00,1,4,0
12,4,12,Pandri,21.25664592327584,81.62503433683109,Theft,0,0,0.336,Under investigation,2023-12-15 12:00:00,0,5,0
6,6,3,Katora Talab,21.23870095340279,81.62950678879253,Vehicle theft,0,1,0.143,Under investigation,2023-03-26 06:00:00,0,7,0
6,0,11,Fafadih,21.233476705876694,81.66416133369022,Harassment,0,0,0.372,Under investigation,2023-11-06 06:00:00,0,2,0
0,0,10,Mowa,21.278041989732703,81.64450450641635,Vehicle theft,1,0,0.588,Closed,2023-10-16 00:00:00,0,7,1
5,6,2,Telibandha,21.23506107066067,81.6434452400872,Snatching,1,1,0.609,Solved,2023-02-12 05:00:00,0,4,1
3,3,10,Ring Road No 1,21.265628118489957,81.65817604093631,Robbery,1,0,0.739,Reported,2023-10-12 03:00:00,0,3,1
5,2,3,Devendra Nagar,21.24161582023932,81.62828877672042,Vehicle theft,1,0,0.878,Solved,2023-03-29 05:00:00,0,7,1
6,3,4,GE Road,21.251373693635266,81.64355723391323,Assault,0,0,0.165,Closed,2023-04-13 06:00:00,0,0,0
9,6,5,Katora Talab,21.23217397879459,81.63456313909344,Robbery,0,1,0.436,Solved,2023-05-28 09:00:00,1,3,0
8,3,9,Telibandha,21.237282150848305,81.64484834809296,Theft,0,0,0.547,Solved,2023-09-14 08:00:00,1,5,1
4,5,12,Fafadih,21.2263238428751,81.65781312268828,Theft,1,1,0.633,Reported,2023-12-23 04:00:00,0,5,1
17,6,2,GE Road,21.251975236033324,81.64887439698958,Theft,0,1,0.481,Reported,2023-02-05 17:00:00,1,5,0
19,0,9,Amanaka,21.26799504817,81.63580754877717,Assault,0,0,0.309,Closed,2023-09-04 19:00:00,1,0,0
16,6,8,Jail Road,21.23396010687945,81.64167650604175,Robbery,0,1,0.196,Reported,2023-08-27 16:00:00,0,3,0
23,3,11,Telibandha,21.23841476531444,81.65381228802664,Robbery,1,0,0.808,Reported,2023-11-02 23:00:00,0,3,1
2,3,6,Mowa,21.275060598791136,81.64140032184179,Theft,1,0,0.708,Solved,2023-06-29 02:00:00,0,5,1
16,5,5,Katora Talab,21.2358956482576,81.62955218696624,Theft,0,1,0.468,Reported,2023-05-13 16:00:00,0,5,0
15,4,7,GE Road,21.249520503350865,81.64060016127641,Burglary,0,0,0.529,Closed,2023-07-14 15:00:00,0,1,1
10,0,5,Katora Talab,21.24434871219065,81.63075034484626,Theft,0,0,0.177,Under investigation,2023-05-29 10:00:00,0,5,0
23,2,11,Amanaka,21.276344456525685,81.63515233802288,Robbery,1,0,0.625,Under investigation,2023-11-15 23:00:00,0,3,1
8,3,10,Shankar Nagar,21.245759456528624,81.6401448008066,Theft,0,0,0.568,Under investigation,2023-10-19 08:00:00,1,5,1
20,1,6,Jail Road,21.23063171876785,81.64270195855995,Harassment,0,0,0.391,Reported,2023-06-27 20:00:00,0,2,0
3,5,1,Amanaka,21.27265820965757,81.6380990935603,Theft,1,1,0.731,Solved,2023-01-28 03:00:00,0,5,1
22,6,8,Katora Talab,21.235226669159843,81.63257856131004,Burglary,1,1,0.804,Under investigation,2023-08-20 22:00:00,0,1,1
15,4,6,Telibandha,21.23252329469893,81.65219287604471,Snatching,0,0,0.429,Under investigation,2023-06-23 15:00:00,0,4,0
10,4,3,Telibandha,21.243229514845297,81.65656392671967,Burglary,0,0,0.547,Solved,2023-03-31 10:00:00,0,1,1
5,2,3,Jail Road,21.231020690538323,81.63703408090836,Harassment,1,0,0.584,Reported,2023-03-22 05:00:00,0,2,1
18,2,12,Amanaka,21.26321161542684,81.63916666693234,Harassment,0,0,0.565,Under investigation,2023-12-13 18:00:00,1,2,1
0,4,12,Tikrapara,21.252914893732893,81.61733758368904,Assault,1,0,0.659,Reported,2023-12-15 00:00:00,0,0,1
15,1,8,Amanaka,21.269102772688225,81.6347221794486,Vandalism,0,0,0.174,Under investigation,2023-08-08 15:00:00,0,6,0
15,4,12,Mowa,21.279043210400143,81.64285259022547,Vehicle theft,0,0,0.382,Closed,2023-12-08 15:00:00,0,7,0
13,5,2,Fafadih,21.223438546951687,81.66125862363947,Robbery,0,1,0.102,Under investigation,2023-02-11 13:00:00,0,3,0
19,1,9,Devendra Nagar,21.236681697703556,81.62632887229236,Vandalism,0,0,0.107,Under investigation,2023-09-05 19:00:00,1,6,0
6,3,8,Pandri,21.249179499376787,81.6209718530991,Vehicle theft,0,0,0.168,Under investigation,2023-08-24 06:00:00,0,7,0
15,0,2,Ring Road No 1,21.26014318129046,81.64891969864327,Assault,0,0,0.366,Reported,2023-02-27 15:00:00,0,0,0
20,5,5,Shankar Nagar,21.248262798470225,81.642886550967,Snatching,0,1,0.278,Reported,2023-05-27 20:00:00,0,4,0
19,1,4,Jail Road,21.231177779777404,81.64482488653688,Theft,0,0,0.572,Under investigation,2023-04-04 19:00:00,1,5,1
21,1,1,Fafadih,21.2327154228483,81.66421675184412,Burglary,1,0,0.874,Reported,2023-01-10 21:00:00,0,1,1
20,0,2,Amanaka,21.272735444455726,81.62985412202573,Robbery,0,0,0.19,Reported,2023-02-06 20:00:00,0,3,0
22,5,6,Tikrapara,21.26599193431052,81.61301879287971,Robbery,1,1,0.855,Reported,2023-06-17 22:00:00,0,3,1
11,6,4,GE Road,21.254869466597917,81.64283170785238,Harassment,0,1,0.141,Under investigation,2023-04-30 11:00:00,0,2,0
20,1,9,Amanaka,21.272404947152605,81.64244765951261,Vehicle theft,0,0,0.308,Reported,2023-09-19 20:00:00,0,7,0
11,1,1,Katora Talab,21.2358480853738,81.63347457742859,Vehicle theft,0,0,0.296,Reported,2023-01-24 11:00:00,0,7,0
8,1,12,Pandri,21.253841759997268,81.62828241417614,Robbery,0,0,0.435,Reported,2023-12-05 08:00:00,1,3,0
6,1,11,Fafadih,21.24037311481497,81.66196876899782,Theft,0,0,0.18,Closed,2023-11-07 06:00:00,0,5,0
17,2,1,Shankar Nagar,21.24221932196712,81.63993885788841,Snatching,0,0,0.231,Under investigation,2023-01-18 17:00:00,1,4,0
8,3,2,Jail Road,21.226068206119308,81.63758898005297,Vehicle theft,0,0,0.396,Under investigation,2023-02-09 08:00:00,1,7,0
10,4,8,Telibandha,21.237497306425368,81.648149443706,Theft,0,0,0.368,Under investigation,2023-08-04 10:00:00,0,5,0
10,1,7,Mowa,21.27626729890345,81.65069536492142,Vehicle theft,0,0,0.26,Solved,2023-07-04 10:00:00,0,7,0
21,5,11,GE Road,21.24707961969404,81.64948653035059,Assault,1,1,0.769,Under investigation,2023-11-04 21:00:00,0,0,1
22,0,8,Shankar Nagar,21.245870084039044,81.64462043198233,Robbery,1,0,0.817,Under investigation,2023-08-07 22:00:00,0,3,1
3,3,2,Fafadih,21.23286557169687,81.6602371897126,Assault,1,0,0.979,Solved,2023-02-09 03:00:00,0,0,1
9,3,8,Katora Talab,21.23850618996496,81.63556608659991,Burglary,0,0,0.453,Reported,2023-08-17 09:00:00,1,1,0
15,6,2,Telibandha,21.23786416466093,81.6438524857131,Burglary,0,1,0.597,Solved,2023-02-12 15:00:00,0,1,1
14,0,6,Amanaka,21.268128305110668,81.63041379934518,Robbery,0,0,0.339,Under investigation,2023-06-12 14:00:00,0,3,0
1,6,7,Pandri,21.24873136179973,81.62973289295407,Assault,1,1,0.819,Under investigation,2023-07-23 01:00:00,0,0,1
23,1,10,Fafadih,21.234534944575987,81.66832181100516,Assault,1,0,0.595,Under investigation,2023-10-10 23:00:00,0,0,1
9,1,8,Fafadih,21.230950374484387,81.6642985025411,Snatching,0,0,0.46,Closed,2023-08-01 09:00:00,1,4,0
11,3,12,Mowa,21.28012384009775,81.64748399068256,Assault,0,0,0.587,Reported,2023-12-28 11:00:00,0,0,1
11,0,8,Fafadih,21.235404914878384,81.65716607429084,Theft,0,0,0.327,Closed,2023-08-07 11:00:00,0,5,0
12,0,6,Jail Road,21.222907815882834,81.64134504679868,Theft,0,0,0.3,Solved,2023-06-26 12:00:00,0,5,0
2,1,10,GE Road,21.2490861960084,81.64497874501619,Assault,1,0,0.911,Reported,2023-10-03 02:00:00,0,0,1
0,5,3,GE Road,21.246129689181867,81.64954390199034,Theft,1,1,0.663,Under investigation,2023-03-18 00:00:00,0,5,1
23,5,8,Shankar Nagar,21.24953083079725,81.64046531061717,Burglary,1,1,0.639,Solved,2023-08-05 23:00:00,0,1,1
12,5,1,Devendra Nagar,21.247961081244306,81.62299093459913,Vandalism,0,1,0.301,Under investigation,2023-01-21 12:00:00,0,6,0
7,4,3,Tikrapara,21.254942471643588,81.62163924537404,Vehicle theft,0,0,0.264,Solved,2023-03-24 07:00:00,1,7,0
16,3,9,Tikrapara,21.25572123182389,81.61878650652238,Robbery,0,0,0.501,Reported,2023-09-21 16:00:00,0,3,1
18,0,5,Shankar Nagar,21.24213391833998,81.64567230973826,Robbery,0,0,0.177,Solved,2023-05-15 18:00:00,1,3,0
18,4,6,Katora Talab,21.23246739603012,81.6360634796312,Snatching,0,0,0.351,Closed,2023-06-16 18:00:00,1,4,0
23,4,3,Jail Road,21.226440810370605,81.63805557915069,Theft,1,0,0.969,Under investigation,2023-03-31 23:00:00,0,5,1
6,2,6,Devendra Nagar,21.23105919908984,81.63176839428648,Robbery,0,0,0.405,Closed,2023-06-14 06:00:00,0,3,0
18,2,1,Shankar Nagar,21.245702227731307,81.63903061005625,Theft,0,0,0.176,Under investigation,2023-01-18 18:00:00,1,5,0
1,6,1,Shankar Nagar,21.23900137724667,81.64011740498849,Theft,1,1,0.948,Solved,2023-01-01 01:00:00,0,5,1
2,5,7,Devendra Nagar,21.24846751813928,81.61583166029766,Assault,1,1,0.507,Solved,2023-07-29 02:00:00,0,0,1
9,4,5,Devendra Nagar,21.24503366232282,81.63048256748985,Snatching,0,0,0.559,Under investigation,2023-05-12 09:00:00,1,4,1
4,3,7,Shankar Nagar,21.23896421465613,81.64242154015506,Harassment,1,0,0.847,Solved,2023-07-20 04:00:00,0,2,1
4,0,1,Fafadih,21.24191323926103,81.66372860651876,Snatching,1,0,0.804,Reported,2023-01-02 04:00:00,0,4,1
1,5,7,Telibandha,21.239403695281943,81.65212654581963,Burglary,1,1,0.577,Solved,2023-07-01 01:00:00,0,1,1
11,2,3,GE Road,21.24959653865996,81.65409852514121,Vandalism,0,0,0.284,Under investigation,2023-03-01 11:00:00,0,6,0
15,2,3,GE Road,21.2496026799084,81.64106327356505,Theft,0,0,0.396,Solved,2023-03-22 15:00:00,0,5,0
3,4,7,Ring Road No 1,21.26183478758424,81.6473330618805,Robbery,1,0,0.644,Under investigation,2023-07-21 03:00:00,0,3,1
16,2,4,Tikrapara,21.25897522395121,81.61766366376368,Theft,0,0,0.51,Reported,2023-04-19 16:00:00,0,5,1
1,5,12,Mowa,21.28368969279922,81.64508117090666,Theft,1,1,0.73,Closed,2023-12-16 01:00:00,0,5,1
12,2,6,Amanaka,21.2710530619503,81.63498821835468,Theft,0,0,0.211,Closed,2023-06-07 12:00:00,0,5,0
18,1,5,Devendra Nagar,21.241364567964567,81.61467529904934,Theft,0,0,0.472,Reported,2023-05-16 18:00:00,1,5,0
3,4,4,Katora Talab,21.23715264004557,81.6376785648143,Snatching,1,0,0.98,Reported,2023-04-14 03:00:00,0,4,1
7,5,12,Fafadih,21.232666664467025,81.65906058270885,Robbery,0,1,0.349,Reported,2023-12-16 07:00:00,1,3,0
2,5,5,Mowa,21.280758008660857,81.64196667119751,Vehicle theft,1,1,0.92,Closed,2023-05-27 02:00:00,0,7,1
11,6,8,Tikrapara,21.266842976767897,81.62363091336827,Theft,0,1,0.153,Reported,2023-08-20 11:00:00,0,5,0
22,5,7,Ring Road No 1,21.267238032228093,81.65423093645684,Robbery,1,1,0.843,Under investigation,2023-07-29 22:00:00,0,3,1
22,3,11,Tikrapara,21.2549393303422,81.62135197480822,Assault,1,0,0.936,Reported,2023-11-09 22:00:00,0,0,1
14,2,3,Jail Road,21.231305303830588,81.64252569891357,Vehicle theft,0,0,0.116,Solved,2023-03-08 14:00:00,0,7,0
19,5,12,Amanaka,21.271970437947253,81.6368110503514,Vandalism,0,1,0.489,Under investigation,2023-12-23 19:00:00,1,6,0
11,4,7,Fafadih,21.2439034658782,81.66089525732019,Snatching,0,0,0.592,Reported,2023-07-07 11:00:00,0,4,1
19,6,12,Shankar Nagar,21.24724534952332,81.64021604075894,Snatching,0,1,0.383,Reported,2023-12-03 19:00:00,1,4,0
22,1,10,Jail Road,21.23296256633555,81.64385727956093,Assault,1,0,0.565,Reported,2023-10-31 22:00:00,0,0,1
11,0,10,Fafadih,21.234557704308543,81.6678769877695,Robbery,0,0,0.104,Solved,2023-10-23 11:00:00,0,3,0
8,3,7,Devendra Nagar,21.24206289585456,81.62145111623333,Burglary,0,0,0.344,Under investigation,2023-07-06 08:00:00,1,1,0
8,0,5,GE Road,21.25204952034409,81.65242322741393,Assault,0,0,0.431,Under investigation,2023-05-29 08:00:00,1,0,0
4,5,6,Amanaka,21.27071771808518,81.64014303614604,Burglary,1,1,0.535,Reported,2023-06-10 04:00:00,0,1,1
16,5,4,Jail Road,21.22715324051613,81.63553768604206,Vehicle theft,0,1,0.338,Under investigation,2023-04-15 16:00:00,0,7,0
23,6,5,Shankar Nagar,21.244732513346147,81.64179127889554,Vehicle theft,1,1,0.511,Reported,2023-05-07 23:00:00,0,7,1
4,5,2,Telibandha,21.241071454881435,81.64999039083654,Harassment,1,1,0.55,Solved,2023-02-04 04:00:00,0,2,1
13,5,5,Pandri,21.250039920837505,81.6293002497131,Vehicle theft,0,1,0.404,Under investigation,2023-05-27 13:00:00,0,7,0
1,5,1,Shankar Nagar,21.243615395579173,81.6408800748006,Assault,1,1,0.776,Under investigation,2023-01-21 01:00:00,0,0,1
21,1,6,Telibandha,21.23808747181471,81.64848562665205,Snatching,1,0,0.854,Closed,2023-06-27 21:00:00,0,4,1
4,6,7,Katora Talab,21.24012666047948,81.63527608401803,Theft,1,1,0.809,Closed,2023-07-16 04:00:00,0,5,1
8,2,6,Jail Road,21.23882700988868,81.64074281820511,Robbery,0,0,0.147,Reported,2023-06-14 08:00:00,1,3,0
15,5,7,Fafadih,21.230896570118684,81.67188270149944,Robbery,0,1,0.466,Under investigation,2023-07-15 15:00:00,0,3,0
13,0,11,Ring Road No 1,21.265054505510857,81.65516049914757,Snatching,0,0,0.518,Under investigation,2023-11-27 13:00:00,0,4,1
8,4,7,Pandri,21.25376841193281,81.63209204411719,Snatching,0,0,0.423,Reported,2023-07-14 08:00:00,1,4,0
16,2,6,Tikrapara,21.262242616205413,81.61429166174089,Vandalism,0,0,0.596,Solved,2023-06-21 16:00:00,0,6,1
20,6,10,Tikrapara,21.26157011619025,81.6134005547846,Harassment,0,1,0.433,Under investigation,2023-10-15 20:00:00,0,2,0
14,6,2,Fafadih,21.23240254865435,81.65829753017374,Harassment,0,1,0.418,Reported,2023-02-12 14:00:00,0,2,0
0,1,9,Mowa,21.280329880743395,81.64363650498936,Theft,1,0,0.761,Under investigation,2023-09-05 00:00:00,0,5,1
12,3,8,Jail Road,21.23172458356306,81.641249186291,Theft,0,0,0.538,Solved,2023-08-17 12:00:00,0,5,1
6,6,6,Fafadih,21.23067269863285,81.66015598604258,Vehicle theft,0,1,0.33,Solved,2023-06-25 06:00:00,0,7,0
7,4,10,Tikrapara,21.26378158464502,81.62297142670919,Theft,0,0,0.51,Solved,2023-10-13 07:00:00,1,5,1
10,1,3,Telibandha,21.234312867605496,81.64397628946995,Theft,0,0,0.536,Reported,2023-03-07 10:00:00,0,5,1
14,1,4,Katora Talab,21.23379244246718,81.63868083032813,Robbery,0,0,0.473,Solved,2023-04-18 14:00:00,0,3,0
2,0,1,Tikrapara,21.26495953612073,81.6150011524784,Robbery,1,0,0.974,Reported,2023-01-02 02:00:00,0,3,1
0,3,7,Mowa,21.280129237414947,81.64963772533257,Theft,1,0,0.528,Under investigation,2023-07-06 00:00:00,0,5,1
2,3,6,Fafadih,21.234761245908963,81.66688601314092,Assault,1,0,0.848,Reported,2023-06-01 02:00:00,0,0,1
3,0,9,GE Road,21.25519490628033,81.64525920517508,Burglary,1,0,0.907,Reported,2023-09-11 03:00:00,0,1,1
8,0,5,Pandri,21.250640074306013,81.62973901791317,Robbery,0,0,0.118,Solved,2023-05-22 08:00:00,1,3,0
1,2,10,GE Road,21.251616533552085,81.65256531581375,Burglary,1,0,0.794,Solved,2023-10-04 01:00:00,0,1,1
21,6,1,Amanaka,21.2716347390491,81.62325519622489,Assault,1,1,0.704,Reported,2023-01-22 21:00:00,0,0,1
15,3,9,Ring Road No 1,21.25814863890763,81.6424504763401,Harassment,0,0,0.302,Reported,2023-09-28 15:00:00,0,2,0
11,3,7,Katora Talab,21.23740146096262,81.63546195059787,Assault,0,0,0.435,Reported,2023-07-20 11:00:00,0,0,0
14,2,4,Fafadih,21.23423289983444,81.65736428692914,Vehicle theft,0,0,0.361,Under investigation,2023-04-05 14:00:00,0,7,0
13,3,12,Fafadih,21.23579657602048,81.66406504998587,Harassment,0,0,0.543,Under investigation,2023-12-21 13:00:00,0,2,1
5,2,10,Telibandha,21.23387940373118,81.6442358471942,Assault,1,0,0.671,Reported,2023-10-25 05:00:00,0,0,1
11,3,3,Tikrapara,21.26009947325509,81.62586712909446,Theft,0,0,0.304,Under investigation,2023-03-16 11:00:00,0,5,0
4,2,5,GE Road,21.2579989709688,81.65115361744179,Snatching,1,0,0.882,Reported,2023-05-24 04:00:00,0,4,1
1,0,7,Devendra Nagar,21.24268001331368,81.62694737063796,Vehicle theft,1,0,0.946,Reported,2023-07-17 01:00:00,0,7,1
8,2,2,Katora Talab,21.23489030294076,81.63142997185331,Burglary,0,0,0.325,Under investigation,2023-02-22 08:00:00,1,1,0
23,3,1,Telibandha,21.230324132673516,81.65050952879338,Snatching,1,0,0.611,Under investigation,2023-01-12 23:00:00,0,4,1
19,5,8,Mowa,21.27638053060345,81.64268572151812,Robbery,0,1,0.188,Reported,2023-08-19 19:00:00,1,3,0
16,5,5,GE Road,21.242002569215053,81.64957930669033,Assault,0,1,0.583,Under investigation,2023-05-06 16:00:00,0,0,1
15,5,2,Tikrapara,21.250375515344118,81.62305176101307,Assault,0,1,0.276,Reported,2023-02-04 15:00:00,0,0,0
20,3,4,Mowa,21.28098756493654,81.6411853409143,Robbery,0,0,0.342,Under investigation,2023-04-13 20:00:00,0,3,0
1,5,4,Devendra Nagar,21.24785087944033,81.61948770294934,Snatching,1,1,0.859,Under investigation,2023-04-22 01:00:00,0,4,1
16,6,7,Katora Talab,21.236989502062457,81.63767909615385,Theft,0,1,0.541,Under investigation,2023-07-02 16:00:00,0,5,1
20,5,6,Fafadih,21.220722843003635,81.65941110256128,Snatching,0,1,0.528,Closed,2023-06-03 20:00:00,0,4,1
11,5,2,GE Road,21.251109423479456,81.64811482552902,Snatching,0,1,0.54,Under investigation,2023-02-04 11:00:00,0,4,1
0,2,11,Tikrapara,21.265928407304912,81.61420439550031,Vehicle theft,1,0,0.856,Solved,2023-11-22 00:00:00,0,7,1
3,3,9,Fafadih,21.23061536302622,81.65353652389476,Snatching,1,0,0.835,Under investigation,2023-09-28 03:00:00,0,4,1
20,4,6,Jail Road,21.235841146605093,81.63911483942957,Harassment,0,0,0.572,Under investigation,2023-06-09 20:00:00,0,2,1
13,3,4,Ring Road No 1,21.26164636444785,81.65099006927076,Vehicle theft,0,0,0.305,Under investigation,2023-04-13 13:00:00,0,7,0
0,5,6,Mowa,21.281444943313723,81.64368945361407,Robbery,1,1,0.539,Closed,2023-06-10 00:00:00,0,3,1
11,4,6,Fafadih,21.24369153685423,81.66301574355361,Harassment,0,0,0.122,Closed,2023-06-30 11:00:00,0,2,0
17,4,11,GE Road,21.24933901828333,81.6466545730499,Theft,0,0,0.361,Solved,2023-11-17 17:00:00,1,5,0
3,5,7,GE Road,21.24962896419033,81.64289265230148,Theft,1,1,0.777,Under investigation,2023-07-15 03:00:00,0,5,1
2,3,9,Shankar Nagar,21.243659456829967,81.64523387242484,Vehicle theft,1,0,0.719,Reported,2023-09-07 02:00:00,0,7,1
2,3,1,Mowa,21.27644654559751,81.63907047977487,Vehicle theft,1,0,0.941,Under investigation,2023-01-05 02:00:00,0,7,1
11,2,3,Jail Road,21.235863780585177,81.63439406737352,Snatching,0,0,0.184,Solved,2023-03-01 11:00:00,0,4,0
12,1,1,Telibandha,21.230628726494093,81.6454883922254,Theft,0,0,0.42,Closed,2023-01-31 12:00:00,0,5,0
19,2,7,Shankar Nagar,21.237338269131502,81.64364490425642,Snatching,0,0,0.341,Under investigation,2023-07-26 19:00:00,1,4,0
7,2,5,Fafadih,21.2316571819982,81.6603212518199,Assault,0,0,0.176,Under investigation,2023-05-17 07:00:00,1,0,0
23,0,3,Katora Talab,21.2413117367079,81.63173466055535,Snatching,1,0,0.534,Solved,2023-03-06 23:00:00,0,4,1
14,5,12,Amanaka,21.27310035764698,81.64104529119682,Theft,0,1,0.467,Under investigation,2023-12-30 14:00:00,0,5,0
5,6,5,Jail Road,21.227977350007947,81.64304809142223,Assault,1,1,0.553,Closed,2023-05-07 05:00:00,0,0,1
7,3,8,Ring Road No 1,21.26243272834989,81.65489639251537,Theft,0,0,0.575,Under investigation,2023-08-31 07:00:00,1,5,1
5,4,3,Telibandha,21.232614043249697,81.64351795101949,Theft,1,0,0.518,Closed,2023-03-03 05:00:00,0,5,1
19,0,9,Amanaka,21.26843492914037,81.63144430076376,Burglary,0,0,0.512,Reported,2023-09-18 19:00:00,1,1,1
8,6,12,Devendra Nagar,21.24353316356228,81.62252189367021,Vandalism,0,1,0.202,Closed,2023-12-31 08:00:00,1,6,0
4,1,8,Shankar Nagar,21.246380054127343,81.64046935768573,Burglary,1,0,0.539,Reported,2023-08-15 04:00:00,0,1,1
12,2,5,Jail Road,21.226504554757508,81.63869394649296,Robbery,0,0,0.507,Solved,2023-05-24 12:00:00,0,3,1
12,3,12,Katora Talab,21.23362341888077,81.63076397799175,Snatching,0,0,0.465,Solved,2023-12-21 12:00:00,0,4,0
18,5,2,Jail Road,21.223347932745693,81.64037791246488,Vehicle theft,0,1,0.367,Solved,2023-02-04 18:00:00,1,7,0
21,2,1,Fafadih,21.23082517717361,81.66506511495693,Robbery,1,0,0.961,Under investigation,2023-01-11 21:00:00,0,3,1
17,5,2,Tikrapara,21.254310415631764,81.61653166577982,Theft,0,1,0.586,Reported,2023-02-25 17:00:00,1,5,1
0,1,8,Amanaka,21.277251628882635,81.63124156193162,Harassment,1,0,0.789,Under investigation,2023-08-15 00:00:00,0,2,1
7,2,2,Amanaka,21.269053866991616,81.6301366240687,Assault,0,0,0.523,Reported,2023-02-22 07:00:00,1,0,1
22,1,5,Fafadih,21.22770628994888,81.66738924393235,Theft,1,0,0.949,Under investigation,2023-05-23 22:00:00,0,5,1
20,6,2,Mowa,21.27958415797055,81.64283471535296,Burglary,0,1,0.441,Under investigation,2023-02-26 20:00:00,0,1,0
8,5,10,Jail Road,21.223014735059536,81.64153496555244,Theft,0,1,0.374,Reported,2023-10-28 08:00:00,1,5,0
10,3,6,Shankar Nagar,21.248129687783976,81.64669790824331,Harassment,0,0,0.571,Solved,2023-06-01 10:00:00,0,2,1
20,2,10,Amanaka,21.272673332918423,81.63048205768962,Theft,0,0,0.334,Reported,2023-10-11 20:00:00,0,5,0
17,0,8,Pandri,21.252652493668773,81.63227033984191,Harassment,0,0,0.465,Under investigation,2023-08-14 17:00:00,1,2,0
10,0,5,Katora Talab,21.229522225659643,81.63001488163408,Vehicle theft,0,0,0.127,Reported,2023-05-22 10:00:00,0,7,0
12,1,9,Mowa,21.282452629286976,81.64580418310669,Snatching,0,0,0.165,Under investigation,2023-09-05 12:00:00,0,4,0
13,5,8,Pandri,21.24520566786552,81.63278008583707,Harassment,0,1,0.163,Reported,2023-08-05 13:00:00,0,2,0
23,6,4,GE Road,21.251581213596616,81.65202403581843,Vehicle theft,1,1,0.642,Closed,2023-04-09 23:00:00,0,7,1
22,5,3,Fafadih,21.230561914706264,81.66378073398592,Burglary,1,1,0.519,Under investigation,2023-03-04 22:00:00,0,1,1
4,5,11,Amanaka,21.27337531509794,81.63359466025818,Theft,1,1,0.917,Solved,2023-11-25 04:00:00,0,5,1
0,6,4,Katora Talab,21.236771010184693,81.63190591348199,Robbery,1,1,0.862,Reported,2023-04-09 00:00:00,0,3,1
3,4,9,Ring Road No 1,21.270006555794744,81.6507189122427,Theft,1,0,0.835,Reported,2023-09-08 03:00:00,0,5,1
23,2,8,Fafadih,21.22941190269929,81.65833669634449,Vandalism,1,0,0.999,Reported,2023-08-16 23:00:00,0,6,1
