date,time,hour,day_of_week,location,latitude,longitude,accident_type,severity,severity_encoded,vehicles_involved,casualties,road_type,weather,light_condition,speed_limit,road_condition
2023-12-01,17:00,17,4,GE Road,21.250476810332604,81.64759789993703,Hit-and-run,Minor,0,3,0,Highway,Foggy,Day,80,Good
2023-02-12,22:00,22,6,Devendra Nagar,21.247260882228073,81.62466092945246,Overturning,Moderate,1,4,0,Intersection,Clear,Night,60,Good
2023-05-25,11:00,11,3,Ring Road No 1,21.265175403573437,81.6549778511343,Hit-and-run,Severe,2,1,3,Urban,Clear,Day,80,Good
2023-07-05,00:00,0,2,Tikrapara,21.2656886073642,81.61907399018023,Pedestrian,Moderate,1,4,0,Rural,Clear,Night,40,Good
2023-05-20,12:00,12,5,GE Road,21.254498391314186,81.6478450194485,Collision,Moderate,1,3,2,Highway,Cloudy,Day,80,Good
2023-12-03,04:00,4,6,Tikrapara,21.26365502095075,81.62188452747154,Pedestrian,Moderate,1,1,2,Urban,Clear,Night,80,Under repair
2023-06-08,02:00,2,3,Mowa,21.28192524790983,81.64258220952358,Hit-and-run,Minor,0,4,1,Rural,Rainy,Night,60,Good
2023-04-24,12:00,12,0,Pandri,21.249394925508028,81.6254164146864,Skid,Fatal,3,4,2,Urban,Clear,Day,60,Wet
2023-06-13,16:00,16,1,GE Road,21.251079888377436,81.65349903762674,Hit-and-run,Minor,0,3,0,Intersection,Clear,Day,60,Wet
2023-07-04,01:00,1,1,Mowa,21.27797046529591,81.64465537975639,Hit-and-run,Moderate,1,2,2,Highway,Clear,Night,80,Good
2023-01-10,07:00,7,1,Pandri,21.253931854201557,81.62874894133722,Skid,Severe,2,3,2,Intersection,Rainy,Day,80,Wet
2023-02-20,16:00,16,0,Pandri,21.25534903451256,81.62087401776655,Hit-and-run,Moderate,1,1,0,Urban,Clear,Day,60,Good
2023-06-28,03:00,3,2,Devendra Nagar,21.241931749163786,81.62065310311093,Hit-and-run,Moderate,1,1,1,Highway,Rainy,Night,40,Damaged
2023-01-17,14:00,14,1,Fafadih,21.230640854931398,81.66220878885355,Hit-and-run,Minor,0,2,1,Intersection,Cloudy,Day,100,Wet
2023-05-24,12:00,12,2,Pandri,21.25227011340916,81.63078197171652,Pedestrian,Minor,0,2,1,Urban,Clear,Day,100,Good
2023-11-22,17:00,17,2,Katora Talab,21.238488244482397,81.63164968629256,Pedestrian,Moderate,1,1,0,Highway,Foggy,Day,80,Damaged
2023-09-06,02:00,2,2,Katora Talab,21.233045471799578,81.63568895904602,Overturning,Fatal,3,3,1,Rural,Foggy,Night,100,Good
2023-02-15,08:00,8,2,Amanaka,21.26810930377906,81.6302885748639,Overturning,Minor,0,1,1,Rural,Clear,Day,80,Good
2023-07-06,18:00,18,3,Amanaka,21.272914032853624,81.63918530571951,Hit-and-run,Minor,0,1,0,Urban,Clear,Day,40,Under repair
2023-10-26,11:00,11,3,Ring Road No 1,21.268071482669097,81.65176102316443,Skid,Minor,0,4,1,Urban,Clear,Day,100,Wet
2023-05-11,06:00,6,3,GE Road,21.25307779628792,81.65300960467009,Hit-and-run,Minor,0,1,0,Rural,Clear,Day,80,Good
2023-03-01,08:00,8,2,Katora Talab,21.23477575262993,81.63783203305216,Overturning,Severe,2,1,1,Urban,Rainy,Day,100,Good
2023-02-27,15:00,15,0,Amanaka,21.27082618870243,81.63774113495704,Pedestrian,Moderate,1,2,1,Urban,Clear,Day,80,Good
2023-12-05,21:00,21,1,Tikrapara,21.26065827906263,81.62258877012925,Collision,Minor,0,4,1,Urban,Clear,Day,60,Wet
2023-06-27,09:00,9,1,GE Road,21.251870571287625,81.6444480628216,Skid,Moderate,1,1,0,Intersection,Cloudy,Day,60,Under repair
2023-11-11,01:00,1,5,Mowa,21.283255779896944,81.63945740777709,Hit-and-run,Severe,2,2,0,Intersection,Clear,Night,60,Wet
2023-11-09,23:00,23,3,Tikrapara,21.263859174630735,81.61842927135568,Collision,Severe,2,1,1,Intersection,Clear,Night,80,Good
2023-03-11,01:00,1,5,Shankar Nagar,21.247028032955594,81.6455043058446,Skid,Fatal,3,4,2,Intersection,Rainy,Night,100,Good
2023-10-12,11:00,11,3,Mowa,21.280190428922946,81.64382560595288,Collision,Minor,0,3,1,Highway,Clear,Day,40,Wet
2023-05-07,18:00,18,6,Amanaka,21.27126788585158,81.62895852573116,Overturning,Minor,0,1,0,Intersection,Rainy,Day,40,Good
2023-06-26,20:00,20,0,Katora Talab,21.237054990656695,81.63115180747178,Skid,Severe,2,2,1,Rural,Clear,Day,80,Good
2023-04-06,21:00,21,3,Tikrapara,21.26061356143124,81.61527117236085,Overturning,Moderate,1,3,2,Highway,Foggy,Day,40,Damaged
2023-09-28,01:00,1,3,GE Road,21.24764514417632,81.65371480350525,Pedestrian,Minor,0,1,1,Urban,Rainy,Night,40,Under repair
2023-04-23,00:00,0,6,Mowa,21.282108342164374,81.64228757224517,Collision,Moderate,1,2,2,Rural,Rainy,Night,40,Good
2023-11-23,15:00,15,3,Devendra Nagar,21.246154305950746,81.62265625192278,Pedestrian,Moderate,1,1,2,Highway,Clear,Day,40,Good
2023-02-21,18:00,18,1,Mowa,21.280609629127937,81.64027183690035,Overturning,Moderate,1,3,1,Rural,Clear,Day,80,Good
2023-10-30,03:00,3,0,Devendra Nagar,21.248581220788605,81.62264073947696,Overturning,Moderate,1,4,1,Urban,Foggy,Night,80,Good
2023-11-21,10:00,10,1,Ring Road No 1,21.262140459012507,81.65126513905545,Overturning,Moderate,1,4,2,Rural,Rainy,Day,100,Wet
2023-07-13,05:00,5,3,GE Road,21.249426559510223,81.64988604704848,Overturning,Minor,0,2,0,Rural,Rainy,Night,60,Good
2023-04-08,21:00,21,5,Pandri,21.24978791223206,81.63100557080845,Hit-and-run,Moderate,1,1,1,Intersection,Foggy,Day,100,Damaged
2023-02-25,08:00,8,5,Jail Road,21.233448019616734,81.63794203493958,Pedestrian,Minor,0,1,1,Intersection,Clear,Day,60,Good
2023-09-17,14:00,14,6,GE Road,21.250808273628117,81.65028399213911,Collision,Moderate,1,4,0,Rural,Clear,Day,40,Wet
2023-01-04,05:00,5,2,Mowa,21.277592427935055,81.64369296168249,Pedestrian,Minor,0,4,0,Intersection,Rainy,Night,80,Wet
2023-08-25,07:00,7,4,Tikrapara,21.261766196581956,81.62194978532888,Collision,Minor,0,3,0,Rural,Clear,Day,40,Good
2023-09-04,22:00,22,0,Jail Road,21.227982029861746,81.63727167427932,Hit-and-run,Moderate,1,2,1,Highway,Clear,Night,40,Good
2023-08-25,12:00,12,4,Amanaka,21.269077267831307,81.63209674298136,Overturning,Minor,0,2,1,Intersection,Cloudy,Day,100,Damaged
2023-06-26,09:00,9,0,Tikrapara,21.261793494612142,81.61521474609947,Skid,Severe,2,3,3,Rural,Clear,Day,100,Under repair
2023-02-02,20:00,20,3,Tikrapara,21.26709904925476,81.62258778358472,Hit-and-run,Minor,0,3,0,Intersection,Clear,Day,100,Good
2023-01-10,00:00,0,1,Jail Road,21.2298377273088,81.642702183479,Hit-and-run,Severe,2,3,1,Urban,Clear,Night,40,Good
2023-12-08,11:00,11,4,Katora Talab,21.231789594407065,81.6420701199942,Collision,Severe,2,4,2,Intersection,Clear,Day,40,Wet
2023-12-14,08:00,8,3,Pandri,21.2496293561634,81.6292385077583,Hit-and-run,Moderate,1,1,2,Urban,Foggy,Day,80,Good
2023-04-05,17:00,17,2,Devendra Nagar,21.240032200138433,81.62485886191422,Collision,Minor,0,4,0,Rural,Clear,Day,100,Good
2023-08-23,06:00,6,2,Katora Talab,21.233380967528767,81.6348049672847,Pedestrian,Moderate,1,1,1,Urban,Rainy,Day,40,Wet
2023-08-20,04:00,4,6,Tikrapara,21.258467176701227,81.61546676819522,Pedestrian,Severe,2,1,2,Rural,Rainy,Night,40,Wet
2023-11-25,16:00,16,5,Pandri,21.24898691549471,81.63027736410226,Hit-and-run,Minor,0,1,0,Intersection,Rainy,Day,80,Good
2023-10-25,05:00,5,2,Amanaka,21.26615552708139,81.63275356498693,Overturning,Minor,0,1,0,Urban,Rainy,Night,100,Wet
2023-03-24,20:00,20,4,Ring Road No 1,21.265389820143795,81.65900743962463,Hit-and-run,Moderate,1,1,2,Highway,Clear,Day,80,Good
2023-12-04,18:00,18,0,Tikrapara,21.26153276645866,81.61594821507347,Hit-and-run,Moderate,1,2,0,Urban,Clear,Day,40,Good
2023-02-02,13:00,13,3,Mowa,21.277798657489782,81.64239476701846,Hit-and-run,Minor,0,3,0,Intersection,Clear,Day,100,Good
2023-09-19,15:00,15,1,Telibandha,21.237851725148094,81.6528091745002,Overturning,Fatal,3,2,3,Rural,Clear,Day,40,Good
2023-01-16,07:00,7,0,Ring Road No 1,21.264052420449044,81.65392355715473,Hit-and-run,Moderate,1,1,0,Urban,Rainy,Day,100,Wet
2023-11-05,20:00,20,6,Tikrapara,21.259156668629107,81.62267650065917,Hit-and-run,Fatal,3,2,0,Urban,Clear,Day,60,Damaged
2023-09-22,03:00,3,4,Jail Road,21.229300543247156,81.63718643039259,Pedestrian,Severe,2,3,1,Intersection,Clear,Night,60,Good
2023-01-22,14:00,14,6,Telibandha,21.245431961143126,81.6446250667591,Hit-and-run,Minor,0,4,0,Highway,Clear,Day,80,Good
2023-03-23,07:00,7,3,Jail Road,21.227583783824088,81.63821891644452,Overturning,Severe,2,4,0,Highway,Cloudy,Day,80,Good
2023-02-13,08:00,8,0,Pandri,21.25892491881917,81.63502057665244,Pedestrian,Minor,0,1,1,Rural,Rainy,Day,100,Good
2023-01-20,17:00,17,4,Telibandha,21.243381784430927,81.64910802401286,Skid,Moderate,1,4,1,Rural,Clear,Day,100,Good
2023-10-06,20:00,20,4,Mowa,21.286178534011526,81.64340505601153,Collision,Moderate,1,4,0,Urban,Cloudy,Day,100,Good
2023-01-13,22:00,22,4,Devendra Nagar,21.24853179011091,81.62393908614332,Hit-and-run,Severe,2,3,0,Urban,Clear,Night,100,Wet
2023-01-26,13:00,13,3,GE Road,21.25105160028603,81.64814466397821,Collision,Moderate,1,4,2,Rural,Clear,Day,60,Under repair
2023-07-27,22:00,22,3,Devendra Nagar,21.24497108001974,81.62522547494603,Skid,Moderate,1,4,0,Rural,Clear,Night,80,Good
2023-08-20,15:00,15,6,Mowa,21.280001599396325,81.6422055858894,Skid,Fatal,3,2,4,Rural,Rainy,Day,80,Wet
2023-02-07,17:00,17,1,Devendra Nagar,21.250128571978095,81.61449974079378,Hit-and-run,Fatal,3,2,3,Rural,Cloudy,Day,80,Wet
2023-03-27,06:00,6,0,GE Road,21.252729661743764,81.65105321611998,Overturning,Fatal,3,1,2,Urban,Rainy,Day,80,Good
2023-04-04,11:00,11,1,Pandri,21.254840888604765,81.62940538567683,Collision,Minor,0,2,0,Intersection,Foggy,Day,60,Wet
2023-10-12,17:00,17,3,GE Road,21.251823760202154,81.65185784514995,Collision,Fatal,3,1,1,Intersection,Foggy,Day,100,Good
2023-10-29,09:00,9,6,Telibandha,21.24337349921284,81.64919839204445,Hit-and-run,Severe,2,1,2,Urban,Clear,Day,100,Good
2023-03-22,13:00,13,2,Jail Road,21.230600927349382,81.64513572189306,Collision,Severe,2,4,2,Rural,Rainy,Day,40,Good
2023-02-22,19:00,19,2,Devendra Nagar,21.239227918772364,81.62132996220056,Collision,Moderate,1,4,2,Urban,Foggy,Day,60,Wet
2023-03-07,19:00,19,1,Tikrapara,21.26449750793581,81.62197761350083,Overturning,Minor,0,3,1,Urban,Clear,Day,80,Under repair
2023-07-26,11:00,11,2,Shankar Nagar,21.245067335632783,81.64075420938067,Overturning,Minor,0,3,1,Urban,Clear,Day,60,Wet
2023-12-17,21:00,21,6,Pandri,21.248754544503043,81.62782635314227,Collision,Severe,2,3,3,Highway,Clear,Day,80,Under repair
2023-04-18,16:00,16,1,Mowa,21.283544024662458,81.64041467193255,Skid,Severe,2,1,0,Intersection,Rainy,Day,40,Damaged
2023-08-09,12:00,12,2,Ring Road No 1,21.26370426889272,81.64893887706542,Collision,Moderate,1,3,0,Highway,Foggy,Day,100,Good
2023-12-21,05:00,5,3,Pandri,21.253928322090296,81.62798382115896,Overturning,Severe,2,4,0,Highway,Clear,Night,80,Good
2023-07-18,19:00,19,1,Ring Road No 1,21.263107218329537,81.64614985360087,Skid,Minor,0,3,1,Intersection,Cloudy,Day,40,Good
2023-05-18,05:00,5,3,Tikrapara,21.25525989529139,81.61872301957997,Pedestrian,Moderate,1,2,2,Rural,Clear,Night,100,Wet
2023-01-26,17:00,17,3,Devendra Nagar,21.241624528534405,81.629715259918,Collision,Fatal,3,4,2,Highway,Rainy,Day,80,Good
2023-01-11,06:00,6,2,Jail Road,21.223615430663664,81.63769947410401,Skid,Minor,0,4,1,Rural,Clear,Day,40,Good
2023-07-19,03:00,3,2,Ring Road No 1,21.263450102601805,81.65010460118661,Overturning,Fatal,3,1,1,Urban,Foggy,Night,60,Damaged
2023-11-28,22:00,22,1,GE Road,21.24788756363001,81.64602621648152,Collision,Moderate,1,2,0,Urban,Clear,Night,80,Under repair
2023-06-15,10:00,10,3,Ring Road No 1,21.260428037767504,81.65033983491554,Hit-and-run,Moderate,1,1,0,Intersection,Foggy,Day,60,Good
2023-10-13,15:00,15,4,Devendra Nagar,21.25145578726855,81.62363381188968,Overturning,Minor,0,2,1,Rural,Clear,Day,100,Damaged
2023-08-15,22:00,22,1,Tikrapara,21.263648701468163,81.62022092903749,Collision,Severe,2,1,2,Highway,Clear,Night,60,Good
2023-09-05,12:00,12,1,Mowa,21.282241587193948,81.63390010709223,Hit-and-run,Moderate,1,2,2,Urban,Cloudy,Day,60,Good
2023-07-16,15:00,15,6,GE Road,21.250286625936557,81.65282140626945,Overturning,Minor,0,4,1,Rural,Clear,Day,100,Wet
2023-03-09,00:00,0,3,Shankar Nagar,21.241784792531753,81.6473874194946,Skid,Moderate,1,1,0,Rural,Foggy,Night,80,Good
2023-09-28,04:00,4,3,Ring Road No 1,21.267851670461305,81.64979260785162,Overturning,Severe,2,3,0,Urban,Clear,Night,100,Good
2023-10-07,16:00,16,5,Amanaka,21.26849050944286,81.63195918247294,Hit-and-run,Moderate,1,4,2,Highway,Clear,Day,100,Wet
2023-10-17,02:00,2,1,Tikrapara,21.25821121730441,81.6150022328075,Hit-and-run,Moderate,1,2,1,Highway,Cloudy,Night,80,Wet
2023-05-25,09:00,9,3,Jail Road,21.2310864335413,81.63573186051997,Overturning,Minor,0,1,1,Urban,Clear,Day,80,Good
2023-03-19,15:00,15,6,Fafadih,21.23491119904857,81.6630842360907,Hit-and-run,Minor,0,3,1,Intersection,Rainy,Day,60,Wet
2023-01-29,14:00,14,6,Amanaka,21.26501638678445,81.639649455819,Hit-and-run,Minor,0,2,0,Rural,Clear,Day,100,Damaged
2023-08-18,17:00,17,4,Tikrapara,21.261640827883248,81.62094909406434,Collision,Moderate,1,2,1,Intersection,Clear,Day,40,Wet
2023-10-14,20:00,20,5,Pandri,21.249124004395373,81.63146713735541,Overturning,Moderate,1,4,0,Intersection,Rainy,Day,80,Good
2023-10-22,20:00,20,6,Tikrapara,21.26347918034917,81.61840417480299,Hit-and-run,Minor,0,2,1,Intersection,Rainy,Day,100,Damaged
2023-12-21,09:00,9,3,Mowa,21.284905767377744,81.64243219390474,Pedestrian,Severe,2,1,3,Intersection,Rainy,Day,40,Wet
2023-07-28,13:00,13,4,Telibandha,21.24232235740136,81.65097902642177,Hit-and-run,Severe,2,4,0,Intersection,Rainy,Day,60,Damaged
2023-07-20,06:00,6,3,Katora Talab,21.238456564598568,81.6294860031971,Collision,Minor,0,2,0,Intersection,Rainy,Day,60,Good
2023-09-22,13:00,13,4,GE Road,21.252313161214648,81.64669507469623,Overturning,Moderate,1,4,1,Rural,Clear,Day,100,Good
2023-04-26,12:00,12,2,Fafadih,21.230560805082668,81.66643230955339,Pedestrian,Fatal,3,3,4,Rural,Clear,Day,80,Good
2023-12-01,14:00,14,4,Shankar Nagar,21.242858689255815,81.63909009450707,Hit-and-run,Minor,0,1,0,Urban,Clear,Day,60,Damaged
2023-03-25,17:00,17,5,Katora Talab,21.235622605115672,81.63059864931324,Hit-and-run,Minor,0,2,0,Rural,Clear,Day,60,Damaged
2023-01-14,09:00,9,5,Fafadih,21.23740165340459,81.65911295776749,Overturning,Moderate,1,4,2,Highway,Rainy,Day,40,Under repair
2023-03-28,06:00,6,1,GE Road,21.25278789980183,81.65296832014263,Skid,Severe,2,2,2,Highway,Clear,Day,80,Damaged
2023-06-10,20:00,20,5,Shankar Nagar,21.241999541956357,81.64369606729682,Skid,Moderate,1,2,1,Intersection,Clear,Day,100,Under repair
2023-11-30,05:00,5,3,Shankar Nagar,21.240409741835286,81.64943730870733,Hit-and-run,Fatal,3,2,1,Urban,Clear,Night,60,Damaged
2023-11-12,09:00,9,6,Devendra Nagar,21.24840914040385,81.62282218068373,Hit-and-run,Minor,0,3,1,Rural,Foggy,Day,100,Good
2023-02-12,13:00,13,6,Devendra Nagar,21.24328149880733,81.62305801034148,Pedestrian,Severe,2,3,0,Intersection,Foggy,Day,80,Good
2023-02-09,17:00,17,3,Tikrapara,21.259080048832946,81.62455883366201,Overturning,Moderate,1,2,2,Urban,Clear,Day,100,Good
2023-04-19,08:00,8,2,Telibandha,21.235223395833355,81.65050440426987,Skid,Moderate,1,3,1,Highway,Rainy,Day,60,Damaged
2023-04-23,17:00,17,6,Pandri,21.2513449858001,81.62924776909897,Overturning,Fatal,3,2,3,Rural,Clear,Day,80,Wet
2023-11-05,16:00,16,6,Shankar Nagar,21.243174150035188,81.64175178756963,Hit-and-run,Severe,2,1,2,Urban,Rainy,Day,80,Under repair
2023-11-24,08:00,8,4,Fafadih,21.235719198198996,81.66302695333947,Overturning,Minor,0,2,1,Highway,Foggy,Day,100,Wet
2023-02-13,07:00,7,0,Katora Talab,21.237956734834118,81.62539803191356,Skid,Fatal,3,4,2,Highway,Rainy,Day,60,Wet
2023-01-23,14:00,14,0,Amanaka,21.27089938462249,81.63003308191949,Hit-and-run,Severe,2,3,0,Rural,Rainy,Day,60,Wet
2023-06-27,21:00,21,1,Pandri,21.25333896048941,81.63402349210271,Overturning,Severe,2,3,0,Urban,Cloudy,Day,40,Good
2023-12-05,20:00,20,1,Pandri,21.248621282662235,81.62881465783296,Hit-and-run,Minor,0,3,1,Urban,Rainy,Day,100,Good
2023-01-01,07:00,7,6,Tikrapara,21.25830193288484,81.62240629532728,Overturning,Moderate,1,3,0,Rural,Clear,Day,80,Damaged
2023-10-08,00:00,0,6,Telibandha,21.239185083655816,81.65528498814169,Collision,Moderate,1,1,2,Urban,Rainy,Night,60,Good
2023-01-25,15:00,15,2,Fafadih,21.234341262608844,81.6619273505419,Skid,Minor,0,2,0,Highway,Rainy,Day,60,Damaged
2023-11-20,06:00,6,0,Jail Road,21.23000462034781,81.64255397629778,Pedestrian,Severe,2,4,1,Highway,Cloudy,Day,80,Wet
2023-07-08,22:00,22,5,Ring Road No 1,21.258186941405263,81.65145603186656,Overturning,Fatal,3,2,4,Rural,Clear,Night,100,Good
2023-08-15,17:00,17,1,Fafadih,21.232889860668816,81.66337625648147,Pedestrian,Severe,2,2,2,Urban,Rainy,Day,40,Good
2023-06-29,02:00,2,3,Jail Road,21.229236895182378,81.63698379669752,Skid,Severe,2,4,3,Urban,Cloudy,Night,40,Wet
2023-06-24,15:00,15,5,GE Road,21.251222052024758,81.6456514784134,Hit-and-run,Severe,2,2,3,Urban,Clear,Day,40,Wet
2023-10-15,19:00,19,6,Shankar Nagar,21.237724213362238,81.64428136744445,Hit-and-run,Severe,2,3,3,Highway,Rainy,Day,100,Damaged
2023-08-03,05:00,5,3,Fafadih,21.234837184718085,81.66260127283198,Overturning,Severe,2,4,0,Urban,Rainy,Night,60,Good
2023-11-24,16:00,16,4,Katora Talab,21.240608785265838,81.6325049043291,Skid,Moderate,1,1,2,Highway,Clear,Day,60,Good
2023-12-06,04:00,4,2,Fafadih,21.22880665757169,81.66098991066957,Hit-and-run,Moderate,1,1,1,Rural,Clear,Night,60,Wet
2023-07-24,08:00,8,0,Jail Road,21.228757499100883,81.6375731128497,Overturning,Minor,0,2,0,Highway,Foggy,Day,60,Good
2023-05-18,00:00,0,3,Amanaka,21.269760452539536,81.63316518456139,Collision,Minor,0,4,0,Highway,Rainy,Night,40,Good
2023-04-11,12:00,12,1,Pandri,21.245891984149928,81.62827646992761,Collision,Minor,0,4,1,Urban,Clear,Day,100,Good
2023-07-20,13:00,13,3,Jail Road,21.226390874499888,81.64079494421483,Collision,Moderate,1,1,1,Urban,Rainy,Day,80,Good
2023-08-04,11:00,11,4,Fafadih,21.231131895725277,81.66453489442242,Collision,Severe,2,2,0,Urban,Clear,Day,40,Wet
2023-07-17,02:00,2,0,Shankar Nagar,21.248311598201806,81.64413814411904,Pedestrian,Moderate,1,1,1,Urban,Rainy,Night,40,Good
2023-06-01,02:00,2,3,Mowa,21.27424692145405,81.64681558799664,Overturning,Moderate,1,3,0,Highway,Foggy,Night,100,Good
2023-03-17,17:00,17,4,Amanaka,21.27472716135112,81.63505637153393,Overturning,Minor,0,4,0,Urban,Foggy,Day,60,Damaged
2023-07-15,23:00,23,5,Amanaka,21.273968778481006,81.63334497458587,Collision,Moderate,1,1,1,Highway,Clear,Night,100,Good
2023-11-26,07:00,7,6,Mowa,21.273301262195453,81.64001914668414,Hit-and-run,Moderate,1,2,0,Rural,Clear,Day,40,Wet
2023-01-31,14:00,14,1,Pandri,21.256587902598135,81.62512676022916,Hit-and-run,Moderate,1,3,1,Highway,Clear,Day,40,Wet
2023-02-01,23:00,23,2,Mowa,21.278898563845793,81.64240243168003,Overturning,Moderate,1,4,2,Rural,Clear,Night,80,Good
2023-08-19,18:00,18,5,Fafadih,21.231561077268097,81.65986943520048,Pedestrian,Minor,0,4,1,Rural,Clear,Day,80,Damaged
2023-02-12,00:00,0,6,GE Road,21.25141674740271,81.64721351297419,Hit-and-run,Severe,2,2,3,Rural,Foggy,Night,100,Good
2023-01-23,17:00,17,0,Tikrapara,21.255833824508496,81.61934509582883,Pedestrian,Minor,0,2,1,Urban,Clear,Day,40,Good
2023-03-31,00:00,0,4,Katora Talab,21.239920099747334,81.63710871755596,Collision,Severe,2,1,1,Intersection,Rainy,Night,100,Good
2023-08-17,11:00,11,3,Amanaka,21.26757079359783,81.63124631625388,Hit-and-run,Severe,2,4,2,Highway,Clear,Day,100,Good
2023-06-24,02:00,2,5,Telibandha,21.238047436353536,81.65480337452938,Pedestrian,Fatal,3,2,0,Urban,Clear,Night,80,Wet
2023-09-01,05:00,5,4,Shankar Nagar,21.24543679423688,81.64421189403038,Pedestrian,Fatal,3,1,4,Highway,Cloudy,Night,80,Wet
2023-11-23,00:00,0,3,Jail Road,21.232469570855358,81.64136229968756,Overturning,Severe,2,1,0,Urban,Clear,Night,80,Wet
2023-06-05,22:00,22,0,Amanaka,21.27036182564284,81.63698692068995,Skid,Minor,0,4,1,Urban,Foggy,Night,40,Good
2023-02-24,22:00,22,4,Mowa,21.277261501687345,81.6380566109659,Hit-and-run,Minor,0,1,1,Intersection,Clear,Night,100,Under repair
2023-03-07,02:00,2,1,Fafadih,21.235268990803874,81.66491321431724,Overturning,Fatal,3,2,3,Highway,Clear,Night,40,Good
2023-07-22,17:00,17,5,Pandri,21.248045304181932,81.63206576444725,Skid,Moderate,1,4,2,Rural,Clear,Day,40,Good
2023-06-29,19:00,19,3,Tikrapara,21.265142297140166,81.61869326139474,Hit-and-run,Moderate,1,3,0,Intersection,Foggy,Day,80,Under repair
2023-03-30,10:00,10,3,Fafadih,21.230645993445776,81.66156905602057,Hit-and-run,Fatal,3,4,3,Urban,Clear,Day,80,Good
2023-07-17,01:00,1,0,Jail Road,21.2281483980954,81.63824980967013,Pedestrian,Minor,0,4,0,Highway,Clear,Night,80,Wet
2023-11-11,11:00,11,5,Pandri,21.252699552201815,81.6247888115749,Overturning,Fatal,3,1,2,Highway,Rainy,Day,100,Wet
2023-04-24,04:00,4,0,Jail Road,21.225468213232524,81.64015787264113,Overturning,Severe,2,4,1,Rural,Clear,Night,100,Good
2023-07-05,20:00,20,2,Shankar Nagar,21.243433074383265,81.64313066373111,Skid,Moderate,1,2,0,Rural,Cloudy,Day,40,Good
2023-10-24,21:00,21,1,Jail Road,21.235425676165452,81.64041354210823,Collision,Fatal,3,4,1,Highway,Cloudy,Day,80,Wet
2023-07-29,12:00,12,5,Ring Road No 1,21.265194516451004,81.64827340119317,Pedestrian,Severe,2,1,0,Rural,Clear,Day,40,Wet
2023-05-15,06:00,6,0,Tikrapara,21.262403812990552,81.61712082740468,Overturning,Moderate,1,2,1,Intersection,Clear,Day,40,Wet
2023-09-13,14:00,14,2,Katora Talab,21.23691426249774,81.63417345412479,Pedestrian,Fatal,3,3,3,Urban,Rainy,Day,80,Under repair
2023-02-18,22:00,22,5,Amanaka,21.27309892270474,81.63107007033688,Collision,Moderate,1,4,2,Rural,Clear,Night,60,Good
2023-05-27,15:00,15,5,Devendra Nagar,21.238750284096156,81.62275970190873,Pedestrian,Moderate,1,2,1,Urban,Clear,Day,80,Wet
2023-11-06,23:00,23,0,Pandri,21.252805593770717,81.63005680812742,Skid,Minor,0,1,1,Urban,Cloudy,Night,40,Wet
2023-05-16,16:00,16,1,Fafadih,21.236796612712244,81.66251211802253,Overturning,Moderate,1,4,0,Urban,Rainy,Day,40,Damaged
2023-06-22,16:00,16,3,Telibandha,21.23720845500442,81.64312373953757,Hit-and-run,Moderate,1,4,1,Intersection,Clear,Day,60,Good
2023-02-23,19:00,19,3,Amanaka,21.269288063297413,81.63808387700678,Skid,Severe,2,3,3,Intersection,Clear,Day,80,Wet
2023-06-05,12:00,12,0,Telibandha,21.237723856652,81.65018496079102,Skid,Moderate,1,1,1,Urban,Foggy,Day,40,Good
2023-08-25,03:00,3,4,Shankar Nagar,21.24476408076292,81.63905412287725,Pedestrian,Severe,2,3,2,Rural,Clear,Night,100,Good
2023-06-17,00:00,0,5,Jail Road,21.231669707689917,81.64501136537001,Overturning,Moderate,1,3,2,Rural,Rainy,Night,40,Good
2023-06-09,17:00,17,4,Devendra Nagar,21.24508155994432,81.62001280673451,Pedestrian,Minor,0,2,0,Urban,Clear,Day,100,Good
2023-10-02,07:00,7,0,Mowa,21.278700196918933,81.63562684767417,Hit-and-run,Moderate,1,2,2,Urban,Clear,Day,80,Good
2023-10-05,17:00,17,3,Amanaka,21.27101070979193,81.63635682313296,Pedestrian,Severe,2,3,1,Rural,Clear,Day,40,Good
2023-06-30,09:00,9,4,Ring Road No 1,21.268426908881537,81.6506180156223,Collision,Severe,2,1,0,Highway,Clear,Day,40,Good
2023-04-24,18:00,18,0,Mowa,21.28012545601444,81.63971613569285,Collision,Severe,2,2,1,Rural,Rainy,Day,80,Good
2023-01-05,21:00,21,3,Ring Road No 1,21.262330718638424,81.64662444369002,Collision,Moderate,1,2,1,Intersection,Clear,Day,40,Under repair
2023-11-28,16:00,16,1,Devendra Nagar,21.245015631136148,81.62248407253945,Hit-and-run,Minor,0,1,0,Intersection,Cloudy,Day,80,Good
2023-05-10,00:00,0,2,GE Road,21.252097599298267,81.647029209359,Pedestrian,Minor,0,1,0,Urban,Foggy,Night,40,Damaged
2023-02-19,19:00,19,6,Amanaka,21.270250036052925,81.63399985983318,Hit-and-run,Moderate,1,3,0,Urban,Rainy,Day,60,Good
2023-06-14,04:00,4,2,Amanaka,21.2690055018351,81.6352410869779,Hit-and-run,Severe,2,4,1,Highway,Foggy,Night,60,Good
2023-06-13,13:00,13,1,Devendra Nagar,21.24572156882695,81.62568352211716,Collision,Moderate,1,1,1,Highway,Clear,Day,40,Damaged
2023-09-19,00:00,0,1,Katora Talab,21.23633807089761,81.63345034395263,Collision,Moderate,1,3,0,Intersection,Clear,Night,60,Wet
